"","V1","V2","V3","V4","V5","V6"
"1",0.507272321682931,-3.54946230596898,0.34114649802661,-6.29482787497797,-5.41181243197795,0.130717937855087
"2",0.558498022630252,0.380039305015966,0.126309445501883,-0.0927167224714855,0.024380596185972,-0.0480088625844013
"3",0.28248068283916,0.417895485272376,-0.224949465055764,0.938367672951114,-0.0642412841776676,-0.104743582532699
"4",-0.200521215959641,0.058915086817715,0.41766291156206,-0.333662010229721,8.65742694631244e-05,0.084858000249713
"5",-0.0919301270140004,0.0702359446763137,0.151289325771516,-0.35178195028939,0.00425351192390355,0.526130398172231
"6",-0.143615610305077,-0.0882785927204243,-0.893712635556302,0.889328675999291,0.136208179211538,-0.107348711593629
"7",0.0694962231188895,2.4306738828416,0.708119745885626,2.70483685542838,2.12710217000912,0.146081581283301
"8",0.0538601402337623,-0.0143246119882151,-0.217108011178956,0.110033407088527,-0.171470747459735,-0.313140930493392
"9",-0.0133087795225688,0.107821371653523,0.479111463995003,-0.598226465284259,0.010330727003836,-0.254857409305841
"10",0.0763256609747197,-0.189220447742255,0.335073990265947,0.416851014414727,-0.0280125555989028,0.563317701527853
"11",0.0230421721083245,0.0845776857582674,-0.424921412793548,0.385997599195101,0.467585767710303,0.148663957329197
"12",0.0260979685510589,-0.155175586394893,0.187092967463135,0.0745546142814986,0.382555715930796,-0.172597983812517
