"","x"
"1",0.299700522176761
"2",0.300192055996206
"3",0.439891424731812
"4",0.547363910315799
"5",0.482359749834574
"6",0.461233958286836
"7",0.500832422691422
"8",0.532008514478909
"9",0.62931780481427
"10",1.50012369549841
"11",1.560334511328
"12",1.31863631946107
"13",1.51384783005529
"14",1.57944745950332
"15",1.38236220707749
"16",1.03792596323326
"17",1.17657158869909
"18",0.667681036064748
"19",0.796110478971625
"20",0.869772082949882
"21",0.633787442488092
"22",0.755964711105753
"23",0.74541723219795
"24",0.713988432211964
"25",0.6438580738645
"26",0.799057388829317
"27",0.804700951029679
"28",0.751272528054296
"29",0.700829689797476
"30",0.688714231445491
"31",0.598432207037306
"32",0.933914301860812
"33",0.897091462213958
"34",0.847107292847793
"35",0.876478590332553
"36",0.767546442417381
"37",0.770691402697808
"38",0.939738914003479
"39",1.76651065215482
"40",1.29144476090164
"41",1.09512622020901
"42",1.37249546920259
"43",1.23933639782319
"44",1.04855541870829
"45",0.84111088357327
"46",1.16716671377743
"47",0.643583373786551
"48",0.657481358041555
"49",0.824372315202638
"50",0.799852013367649
"51",0.741961738759726
"52",0.562360245165848
"53",0.74702391806053
"54",0.682374561580663
"55",0.65948691870863
"56",1.06652032559943
"57",1.20936064480338
"58",0.837953821760207
"59",0.866242959868903
"60",0.928057259310095
"61",0.9879480156162
"62",0.793520851078145
"63",0.770056771816866
"64",0.683012016905477
"65",0.760623694847932
"66",0.852598903865665
"67",0.608567748046935
"68",1.08601384374945
"69",0.955505277117371
"70",0.663177300832679
"71",1.18573968830276
"72",1.37222707748928
"73",0.911812029589111
"74",0.832177095647652
"75",1.15122728653619
"76",0.84376457162832
"77",0.671370265826051
"78",0.859822247757565
"79",0.633040153801501
"80",0.626390938388231
"81",0.67126820230922
"82",0.575500156413396
"83",0.60482003204184
"84",0.554257866187875
"85",0.710204114297146
"86",0.877424827112834
"87",1.25251513797958
"88",1.33555099528101
"89",1.53310551818431
"90",1.53002962942408
"91",1.22549334735354
"92",1.29584749096757
"93",1.3569383379297
"94",1.50545735814427
"95",1.17425873721188
"96",1.13963093349863
"97",1.0532437800897
"98",0.949202159608997
"99",1.01192359222921
"100",0.800572632229779
"101",0.646761172266661
"102",0.527443592238574
"103",0.703727220137453
"104",0.68198106209263
"105",0.582042079765412
"106",0.600756811658657
"107",0.540369910090567
"108",1.17460340306291
"109",1.7068719080365
"110",1.32962412380613
"111",1.18085663351421
"112",1.39140682006828
"113",1.45186852537321
"114",1.05794728997317
"115",1.05504749920532
"116",0.906622142843733
"117",0.582807458249138
"118",0.81990445337861
"119",0.667473207306029
"120",0.580160069305053
"121",0.49224383995204
"122",0.389570665623797
"123",0.470494701132263
"124",0.384588506546772
"125",0.535146487322398
"126",0.555841759152756
"127",0.536864038166457
"128",0.660575537831999
"129",0.62878658136015
